,,,,,,,,,,,,,,,,,,,
,,Table 1: Key ASPIRE indicators of  SPL system performance  (Post Transfer - No Adjustments),,,,,,,,,,,,,,,,,
,,Region,Country Code,Income Classification,Country,Year,Coverage   ,,"Benefit Incidence  
 (Poorest 20%)","Average transfer amount
($/day per capita, PPP) ",Adequacy ,,Gini Inequality reduction due to SPL (% of population),Poverty Headcount reduction due to SPL (% of population),Poverty Gap reduction due to SPL (% of population),Benefit- cost ratio of SPL programs,,,
,,,,,,, Poorest quintile, Total, Poorest quintile, Total, Poorest quintile, Total,,,,,,,
,,LCN,CRI,Upper middle income,Costa Rica,2016,86.64,73.21,5.48,3.35,30.11,32.24,3.38,22.74,33.70,0.12,,,
,,LCN,CRI,Upper middle income,Costa Rica,2017,88.55,74.55,7.12,6.30,30.28,30.66,4.38,26.09,40.90,0.14,,,
,,LCN,CRI,Upper middle income,Costa Rica,2018,89.26,73.96,6.98,6.15,30.88,30.36,4.31,26.90,39.03,0.13,,,
,,LCN,CRI,Upper middle income,Costa Rica,2019,88.92,73.57,6.54,6.50,29.00,32.44,4.35,27.16,42.52,0.13,,,
,,LCN,CRI,Upper middle income,Costa Rica,2020,93.14,82.91,9.55,6.43,58.76,36.86,10.02,41.35,59.12,0.17,,,
,*New survey*,LCN,CRI,Upper middle income,Costa Rica,2021,87.07,71.04,5.54,7.33,31.32,34.29,4.66,30.24,44.56,0.12,,,
,*New survey*,LCN,CRI,Upper middle income,Costa Rica,2022,86.75,70.90,5.75,7.19,30.33,34.66,4.38,29.04,44.12,0.12,,,
,,ECS,HRV,High income,Croatia,2008,83.73,67.99,14.93,9.56,46.07,32.67,23.86,52.14,75.30,0.37,,,
,,ECS,HRV,High income,Croatia,2010,81.76,70.72,13.13,9.71,45.34,39.52,29.02,56.60,79.43,0.37,,,
,,ECS,HRV,High income,Croatia,2011,82.23,70.48,12.90,n.a.,49.69,43.76,31.72,59.04,79.64,0.38,,,
,,ECS,HRV,High income,Croatia,2014,87.68,71.06,12.44,n.a.,43.30,41.83,30.10,56.45,79.59,0.36,,,
,,SSF,CIV,Lower middle income,Côte d’Ivoire,2002,27.68,25.30,5.75,0.48,11.46,14.43,1.05,7.03,14.27,0.15,,,
,,SSF,CIV,Lower middle income,Côte d’Ivoire,2008,30.28,32.40,3.92,0.33,57.80,26.81,0.76,6.30,11.88,0.13,,,
,,SSF,CIV,Lower middle income,Côte d’Ivoire,2015,39.45,32.86,6.63,0.44,75.38,47.54,1.67,8.30,18.50,0.16,,,
,,SSF,CIV,Lower middle income,Côte d’Ivoire,2018,4.47,9.05,11.87,1.40,35.54,2.94,0.00,0.23,0.66,0.10,,,
,*New survey*,SSF,CIV,Lower middle income,Côte d’Ivoire,2021,4.45,9.00,0.59,2.06,9.59,24.27,-0.26,2.08,5.19,0.09,,,
,,MEA,DJI,Lower middle income,Djibouti,2002,2.38,2.95,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,
,,MEA,DJI,Lower middle income,Djibouti,2012,35.65,20.94,10.28,1.01,28.90,28.95,2.59,9.10,17.70,0.19,,,
,,LCN,DMA,Upper middle income,Dominica,2002,26.05,20.84,1.71,2.44,36.14,28.88,0.81,10.90,13.48,0.04,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2007,20.82,15.24,5.54,1.61,14.94,17.65,0.33,5.76,8.63,0.10,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2008,34.88,23.15,9.07,1.20,14.86,14.83,0.70,6.70,13.25,0.13,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2009,38.84,29.70,8.48,1.06,13.23,12.73,1.24,9.31,14.16,0.13,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2010,42.02,32.73,8.92,1.15,14.72,12.35,1.62,9.86,18.35,0.15,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2011,39.25,31.28,7.90,1.26,14.11,12.87,1.06,9.47,15.08,0.12,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2012,42.17,35.55,8.28,1.16,13.60,12.49,1.04,10.17,16.32,0.12,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2013,36.16,33.04,7.32,1.38,14.89,13.39,1.16,11.06,17.04,0.12,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2014,41.59,34.53,8.50,1.29,13.31,12.72,1.76,10.76,17.50,0.14,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2015,41.45,31.05,8.79,1.46,13.55,13.41,2.00,9.25,16.81,0.14,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2016,77.64,59.14,7.03,0.95,12.88,12.75,1.57,11.85,17.31,0.13,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2017,66.02,52.26,13.88,1.02,13.03,9.04,2.57,14.27,22.48,0.19,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2018,66.69,53.24,11.23,1.30,12.68,10.65,2.10,15.07,22.85,0.16,,,
,,LCN,DOM,Upper middle income,Dominican Republic,2019,59.23,49.56,4.20,1.59,9.80,16.09,-0.49,10.63,14.98,0.08,,,
,*New survey*,LCN,DOM,Upper middle income,Dominican Republic,2021,57.10,51.07,11.69,1.45,16.51,12.57,3.38,18.25,26.98,0.17,,,
,,LCN,ECU,Upper middle income,Ecuador,2008,84.67,63.09,9.68,1.10,24.77,20.84,2.95,17.07,28.14,0.15,,,
,,LCN,ECU,Upper middle income,Ecuador,2010,86.20,70.42,7.76,1.32,26.30,24.15,3.38,20.15,32.11,0.14,,,
,,LCN,ECU,Upper middle income,Ecuador,2011,60.06,44.93,8.23,2.25,27.40,26.30,3.29,19.70,31.90,0.15,,,
,,LCN,ECU,Upper middle income,Ecuador,2012,89.55,73.98,8.75,1.53,26.03,24.53,4.06,22.12,34.61,0.15,,,
,,LCN,ECU,Upper middle income,Ecuador,2014,92.78,76.33,7.04,1.13,22.27,22.37,1.16,12.17,20.47,0.11,,,
,,LCN,ECU,Upper middle income,Ecuador,2015,91.87,74.97,6.48,1.28,23.02,24.15,0.92,13.66,20.95,0.10,,,
,,LCN,ECU,Upper middle income,Ecuador,2016,88.53,73.80,6.70,1.36,31.13,32.35,3.15,17.61,31.79,0.16,,,
